productId,제목,가격,개수,용량(ml),타겟,URL
83183099258,에스티 로더 에어린 향수,171950,1,50,여성,https://smartstore.naver.com/main/products/5638602384
87906480031,프라다 향수 패러독스 오 드 퍼퓸  미니어처,28000,1,7,여성,https://smartstore.naver.com/main/products/10361975383
86734720001,마크제이콥향수데이지 마크제이콥스 데이지 오드뚜왈렛 EDT,48800,1,30,여성,https://smartstore.naver.com/main/products/9190219678
89392404948,헤라 지일 향수 오데 퍼퓸  신형,39900,1,40,여성,https://smartstore.naver.com/main/products/11847894354
89384570158, 랑방 향수 에끌라 드 아르페쥬 EDP 오드퍼퓸,47800,1,100,여성,https://smartstore.naver.com/main/products/11840059564
89153012230,샤넬 샹스 오 땅드르 오드 퍼퓸,162200,1,100,여성,https://smartstore.naver.com/main/products/11608501824
86446223396,데일리콤마 향수 (여성용),3000,1,30,여성,https://smartstore.naver.com/main/products/8901723073
88170773324,더데이 포켓 니치향수 3+(랜덤) 승무원 살냄새 섬유 휴대용 향수 오드퍼퓸,20000,1,20,여성,https://smartstore.naver.com/main/products/10626267514
84653470170,나르시소 오 드 퍼퓸 크리스탈 (/50ml),84000,1,30,여성,https://smartstore.naver.com/main/products/7108969848
7671503109,다비도프 향수 쿨워터 맨 오드 뚜왈렛 EDT  남자향수,36000,1,125,남성,https://smartstore.naver.com/main/products/228611870
84315375864,랑방 향수 모던 프린세스 블루밍 오드뚜왈렛 EDT,40400,1,90,여성,https://smartstore.naver.com/main/products/6770875542
86646140283,크리스챤 디올 디올리비에라 오드퍼퓸,55000,1,10,여성,https://smartstore.naver.com/main/products/9101639960
86673864069,롤리타렘피카 EDP 르퍼퓸  롤리타렘피카 향수 구형 사과모양,68000,1,50,여성,https://smartstore.naver.com/main/products/9129363746
83171506591,롤리타렘피카 향수 오드퍼퓸 EDP,56500,1,100,여성,https://smartstore.naver.com/main/products/5627009790
83085022949,아몬드 코코넛 오드퍼퓸  베이직 니치향수 비아퍼퓸,11900,1,30,여성,https://smartstore.naver.com/main/products/5540527258
82218462083,피오라 러브포이즌 남자 페로몬 향수 오드퍼퓸,38000,1,50,남성,https://smartstore.naver.com/main/products/4673941368
87529850254,다니엘트루스 오일퍼퓸 밤쉘,59000,1,10,공용,https://smartstore.naver.com/main/products/9985347981
87881235878,(신세계 강남점)아이레 수틸레사 오 드 뚜왈렛,148010,1,50,여성,https://smartstore.naver.com/main/products/10336731651
82659208671,유쏘풀 니치향수 쥬뗌므  퍼퓸 사랑스러운향수 20대여성향수 여자친구선물,58000,1,50,여성,https://smartstore.naver.com/main/products/5114688349
11165270120,버버리 향수 터치 포 맨 오 드 뚜왈렛 EDT  남자향수,45000,1,100,남성,https://smartstore.naver.com/main/products/677335949
89371063538,포맨트 시그니처 퍼퓸 코튼메모리 헬로키티  + 공용기,43000,1,50,여성,https://smartstore.naver.com/main/products/11826552951
84116437221, 랑방 모던 프린세스 EDP,61750,1,60,여성,https://smartstore.naver.com/main/products/6571936888
88073484201,베르사체 뿌르팜므 딜런 퍼플 EDP,117600,1,100,여성,https://smartstore.naver.com/main/products/10528978841
89179690917,바이레도 라튤립 오 드 퍼퓸,195800,1,100,여성,https://smartstore.naver.com/main/products/11635180472
86564807540,캘빈클라인 여자가 좋아하는 니치 여름 30대 올리브영 남자 향수 BE EDT,34560,1,50,남성,https://smartstore.naver.com/main/products/9020307217
82480566497,헤라 향수 지일 오데 퍼퓸,40500,1,40,여성,https://smartstore.naver.com/main/products/4936042265
89383593399, 아쿠아디파르마 향수 미르토 디 파나레아 EDT 오드뚜왈렛,164800,1,180,여성,https://smartstore.naver.com/main/products/11839082805
80775616088,데메테르 다양한향기 오드코롱   세트,44800,2,30,공용,https://smartstore.naver.com/main/products/3277876109
8349791838,랑방향수 에끌라 드 아르페쥬 우먼 오드퍼퓸 EDP,49000,1,100,여성,https://smartstore.naver.com/main/products/282305192
82302137250,우드세이지 앤 씨솔트 진퍼퓸 니치향수,19900,1,30,여성,https://smartstore.naver.com/main/products/4757615348
83139633550,아르케인 블랑쉬 라튤립 니치향수 비누향 승무원 베이비파우더 명품 수제 퍼퓸,27000,2,30,여성,https://smartstore.naver.com/main/products/5595137229
89277289480,킬리안 러브 돈 비 샤이 오드 퍼퓸  최화정 향수,239360,1,50,여성,https://smartstore.naver.com/main/products/11732778981
83490423369,페라리 라이트 에센스 오드뚜왈렛 EDT,109900,1,125,공용,https://smartstore.naver.com/main/products/5945923881
88631976236,에르메스 운자르뎅 수르닐 오드뚜왈렛  수르닐 로션 증정,134900,1,100,여성,https://smartstore.naver.com/main/products/11087465914
88416405860,캘빈클라인 CK 에브리원 향수 EDT,44800,1,100,공용,https://smartstore.naver.com/main/products/10871899847
83264793584,오 드 뚜왈렛  (16종 택1),152100,1,50,공용,https://smartstore.naver.com/main/products/5720295008
80539741508,버버리 향수 클래식 런던 우먼 오드퍼퓸 EDP,64400,1,100,여성,https://smartstore.naver.com/main/products/3041997402
88822155581,춘몽 비누향 살냄새 향수 도플 퍼퓸 라튤립,10900,1,10,공용,https://smartstore.naver.com/main/products/11277645250
83431427779,베르사체 향수 브라이트 크리스탈 EDT  여자향수베스트 여성선물 3040대 명품,34000,1,30,여성,https://smartstore.naver.com/main/products/5886928365
86433930480, 르라보 어나더 13 오드퍼품  라벨링서비스,88000,1,15,여성,https://smartstore.naver.com/main/products/8889430157
88981152537, 오 드 퍼퓸 엠버바닐라,144750,1,100,여성,https://smartstore.naver.com/main/products/11436642172
89122560879, 어메이징 그레이스 발레로즈 오 드 퍼퓸,83880,1,60,여성,https://smartstore.naver.com/main/products/11578050473
84056419806,레인필드 향수 새벽공기향수,45200,1,30,남성,https://smartstore.naver.com/main/products/6511919473
83124240037,LMTQ 로맨띠끄 올리브영 프리미엄 니치 향수 퍼퓸  6종 컬렉션,29900,1,50,공용,https://smartstore.naver.com/main/products/5579743922
89122763087,다니엘 트루스 밤쉘 오일 퍼퓸  /gd,49390,1,10,공용,https://smartstore.naver.com/main/products/11578252681
83607313236,존바바토스 아티산 블랙 오드뚜왈렛 EDT  백화점용 올리브영,37900,1,75,남성,https://smartstore.naver.com/main/products/6062813748
84051887766, 미르토 디 파나레아 EDT  세트,121500,1,30,여성,https://smartstore.naver.com/main/products/6507387433
85337936728,메종 마르지엘라 레이지 선데이 모닝 EDT,97200,1,30,공용,https://smartstore.naver.com/main/products/7793436406
10549116914,랑방 향수 에끌라드 아르페쥬 EDP  쇼핑몰 선물,29900,1,30,여성,https://smartstore.naver.com/main/products/536187065
85016944188, 이솝 휠 오 드 퍼퓸,97000,1,50,공용,https://smartstore.naver.com/main/products/7472443866
89371071644,포맨트 시그니처 퍼퓸 코튼허그 헬로키티  + 공용기,34500,1,50,남성,https://smartstore.naver.com/main/products/11826561057
85562620158,페라가모 향수 인칸토 참 오드뚜왈렛 EDT,33900,1,100,여성,https://smartstore.naver.com/main/products/8018119755
80655361053,베르사체 향수 오프레쉬맨 오드뚜왈렛 EDT,33000,1,30,남성,https://smartstore.naver.com/main/products/3157616723
81928206580,존바바토스 향수 아티산 EDT,36900,1,75,남성,https://smartstore.naver.com/main/products/4383684401
82834387095, 구딸 쁘띠 쉐리 EDP,280000,1,100,여성,https://smartstore.naver.com/main/products/5289894945
82227712939,버버리 터치 포맨 오드뚜왈렛 EDT,44900,1,100,남성,https://smartstore.naver.com/main/products/4683192221
82408896757,서브마리노 상탈33 니치향수  오드퍼퓸,10000,1,30,공용,https://smartstore.naver.com/main/products/4864373302
89379299333, 조말론 향수 우드세이지 앤 씨솔트 코롱,79800,1,30,여성,https://smartstore.naver.com/main/products/11834788739
85601324540,에르메스 트윌리 데르메스 오 진저 오드퍼퓸 EDP,137900,1,85,여성,https://smartstore.naver.com/main/products/8056824217
89220661805,(퍼퓸증정/리본포장) 탬버린즈 퍼퓸 오일 보타리,43500,1,6,공용,https://smartstore.naver.com/main/products/11676151338
83440736813,헉슬리 퍼퓸 블루 메디나 탠저린,43200,1,15,공용,https://smartstore.naver.com/main/products/5896237399
86869134087, 조르지오 아르마니 뷰티 프리베 베르 말라키트  손석구 향수,477000,1,100,공용,https://smartstore.naver.com/main/products/9324633764
82159383716,아프리모 더바디 남성 향수,48000,1,50,남성,https://smartstore.naver.com/main/products/4614863421
89190946443,루체살리 우먼 오드퍼퓸 남녀공용 중성 비누냄새 여자향수 프리미엄 니치향수 비누향,52000,1,50,여성,https://smartstore.naver.com/main/products/11646435977
89123233316,딥디크 롬브로단로 EDP 오드 퍼퓸,158470,1,75,공용,https://smartstore.naver.com/main/products/11578722910
89153022406,샤넬 가브리엘 에쌍스 우먼 오드퍼퓸,131200,1,100,여성,https://smartstore.naver.com/main/products/11608512000
86794772922,비비앙 에끌로에 오 드 퍼퓸 EDP,41900,1,10,여성,https://smartstore.naver.com/main/products/9250272599
80130006949,버버리 위크앤드 포맨 오드뚜왈렛 EDT,43700,1,100,남성,https://smartstore.naver.com/main/products/2632263373
82924470358,떼시스 화이트 솝 도브향 오드퍼퓸,10000,1,30,여성,https://smartstore.naver.com/main/products/5379977239
89123259032,딥디크 오데썽 EDT 오드 뚜왈렛,148400,1,100,공용,https://smartstore.naver.com/main/products/11578748626
88124143649,랑방 향수 모던 프린세스 오 센슈얼 오드뚜왈렛 EDT,96900,1,90,여성,https://smartstore.naver.com/main/products/10579638059
83932306175,레인 니치 여자 남자 향수 퍼퓸 섬유 올인원,22000,1,50,공용,https://smartstore.naver.com/main/products/6387805842
80693495776,제니퍼로페즈 향수 글로우바이제이로 오드뚜왈렛 EDT  백화점본품,26500,1,30,여성,https://smartstore.naver.com/main/products/3195751327
86332589201,부쉐론 향수 콰트로 포 우먼 EDP,54000,1,100,여성,https://smartstore.naver.com/main/products/8788088877
87041096549,페라가모 향수 인칸토 샤인 오드뚜왈렛 EDT,39900,1,100,여성,https://smartstore.naver.com/main/products/9496596226
82471068860,더벨루스 니치향수  미니향수,1000,1,2,여성,https://smartstore.naver.com/main/products/4926544946
87784227303,호텔도슨 오드퍼퓸  (5종 택1),43000,1,20,여성,https://smartstore.naver.com/main/products/10239723713
86937015463,샤넬 샹스 오 후레쉬 오드퍼퓸 1.,7500,1,5,여성,https://smartstore.naver.com/main/products/9392515140
88608064206,랑콤 이돌 르 퍼퓸 EDP  미니어처향수,15000,1,5,여성,https://smartstore.naver.com/main/products/11063557994
86683479054,겐조 옴므 마린 EDT,22020,1,60,남성,https://smartstore.naver.com/main/products/9138978731
84107299556, 랑방 에끌라 드 아르페쥬 EDP,40200,1,30,여성,https://smartstore.naver.com/main/products/6562799223
85585979068,"밤쉘 퍼퓸 , 밤쉘",22700,2,30,공용,https://smartstore.naver.com/main/products/8041478745
85780572013, 딥디크 향수 로 파피에 오드뚜왈렛,118000,1,50,공용,https://smartstore.naver.com/main/products/8236071690
82769670452,떼시스 모하비 고스트 명품 수제 재현 니치향수 오드퍼퓸,10000,1,30,여성,https://smartstore.naver.com/main/products/5225148215
12073886633,더허브스토리 아로마 향수 물망초(),5900,1,15,여성,https://smartstore.naver.com/main/products/386805626
87527528111, 딥디크 오드퍼퓸 오로즈,189000,1,75,공용,https://smartstore.naver.com/main/products/9983025837
89191954454,(기프트 단독증정)탬버린즈 NEW 퍼퓸 보타리,178000,1,50,공용,https://smartstore.naver.com/main/products/11647443988
89292926656,톰포드 쏠레이 네쥐 오 드 퍼퓸  국내배송,258540,1,50,여성,https://smartstore.naver.com/main/products/11748416137
7756448007, 에네스티 러버스 1998 향수 8종 베이비파우더향 휴대용 미니 포켓,14900,2,30,공용,https://smartstore.naver.com/main/products/234071000
84391680969,페라리 블랙 오드뚜왈렛 EDT,50500,1,125,남성,https://smartstore.naver.com/main/products/6847180647
88929371327, 샤넬 1957 레 젝스클루시프 드 샤넬 오드 빠르펭  향수,265000,1,35,여성,https://smartstore.naver.com/main/products/11384860962
86272108348, 샤넬 알뤼르 옴므 스포츠 오 드 뚜왈렛,119000,1,50,남성,https://smartstore.naver.com/main/products/8727608025
89179693458,바이레도 블랑쉬 오 드 퍼퓸,195800,1,100,여성,https://smartstore.naver.com/main/products/11635183013
88642439381, 라페르  프리미엄 니치향수 지속력 좋은 니치퍼퓸 향수,24000,2,30,공용,https://smartstore.naver.com/main/products/11097929059
87527669811,춘몽 비누향 살냄새 향수 도플 퍼퓸 블랙베리 앤 베이,10900,1,10,공용,https://smartstore.naver.com/main/products/9983167538
